id,name,aliases,entity_type,risk_category,risk_score,country,date_of_birth,passport_number,national_id,address,phone_number,email,designation,sanctions_list,list_date,status,notes,last_updated
WL_000570,Williams-Hurst 587,,Aircraft,Politically Exposed Person (PEP),0.92,Nicaragua,,,,"76782 Wolf Well Suite 516, New Sean, ND 31013",402-388-7721x14688,,,ED,2024-01-26,Active,,2024-12-02
WL_000571,Mason Ltd,Wise-Cummings,Organization,Human Trafficking,0.82,Yemen,,,,"28802 Andrea Freeway Apt. 061, West Nicole, AR 37961",921.907.1820,olivia70@example.net,,SEBI,2020-02-05,Inactive,,2025-03-06
WL_000572,MV Brandon Dickerson,,Vessel,Drug Trafficking,0.84,India,,,,"92617 Veronica Locks Suite 175, Mariahchester, NY 38111",,dfriedman@example.net,,UN,2016-08-13,Active,,2025-02-17
WL_000573,David Yang,,Individual,Money Laundering,0.99,Iran,1980-05-14,I20541333,394-68-8645,"1998 David Walk, West Michael, VI 58453",,,"Teacher, English as a foreign language",EU,2024-08-09,Active,"Find box sit. Around continue these financial note.
Summer beat case but skill interesting community. Particularly serve record learn. Military analysis film sort stop go.",2024-07-11
WL_000574,Kevin Smith,,Individual,Sanctions Violation,0.78,Somalia,1948-05-15,,581-62-1991,"18446 Garrett Junction Suite 536, Allenstad, UT 26458",,farrellshane@example.net,Advice worker,FATF,2025-04-12,Active,,2025-04-21
WL_000575,MV Dave Nash,,Vessel,Sanctions Violation,0.9,Iraq,,,,,001-742-374-5651,,,FATF,2023-05-13,Inactive,,2024-07-28
WL_000576,Alejandro Russell,,Individual,Tax Evasion,0.99,Nicaragua,1985-08-29,067734023,,,770-702-8111x531,,,RBI,2023-09-30,Under Review,"Different role produce enjoy benefit offer teach certain.
Actually call could her animal. Recently lawyer investment make move.",2025-04-02
WL_000577,"Brown, Harrison and West 126",,Aircraft,Money Laundering,0.99,Russia,,,,,,robert53@example.com,,FATF,2021-04-18,Active,,2024-10-15
WL_000578,Abdul-William Hill,Kenneth Cooper; Catherine Alexander,Individual,Fraud,0.67,Lebanon,1969-07-26,,,"8408 Mccarthy Wall, Georgefort, AS 76951",,,,FATF,2018-07-22,Active,"Spend laugh treatment remember set defense. Without finish mention her agree.
Quality operation experience blood. Long center across accept down writer. Specific five career size industry ahead.",2024-12-17
WL_000579,Isaac Morrison,Erica Taylor; Kathy Smith,Individual,Sanctions Violation,0.65,Nicaragua,1951-12-08,F23723370,,"85382 Martin Burgs, South Markton, IA 18575",(831)482-3465,,Hospital doctor,ED,2021-10-10,Inactive,"Information protect fall main rule knowledge. Good total member. Particularly clear shake among way dog.
Others entire mean describe air. Note clearly shake away kid social agreement.",2025-04-25
WL_000580,Perry and Sons 847,,Aircraft,Corruption,0.97,Russia,,,,"5901 Mcmillan Lights Suite 796, Madelineberg, NM 13102",275.793.1006,,,ED,2016-12-31,Under Review,,2025-01-12
WL_000581,Carpenter-Alvarado Gang,,Organization,Drug Trafficking,0.77,Syria,,,,"165 Robinson Well, Amandafort, MP 69098",,johnsonjonathan@example.com,,OFAC,2025-01-04,Active,"Add discussion meet. Yard debate college treatment. Program lay bag here back use.
Chance different interesting. Song anything woman address common foot. Movement mission nation bad parent partner.",2024-12-27
WL_000582,Annette Harper,Stanley Kelly,Individual,Corruption,0.6,Iran,1983-05-02,,,"552 Charles Drive Apt. 168, Meyertown, VA 51378",,,,UN,2021-01-15,Active,,2024-08-24
WL_000583,Martin-Jackson 779,,Aircraft,Corruption,0.9,Nicaragua,,,,,001-769-500-9211x8100,vsantana@example.com,,FATF,2019-05-31,Active,,2024-09-05
WL_000584,"Davis, Myers and Davila Group",,Organization,Tax Evasion,0.8,India,,,,"973 James Oval, East Frank, NM 51426",,,,OFAC,2023-08-17,Inactive,"Ahead too because general happen.
However great another risk. Seven current relate everybody lose increase education.",2024-09-30
WL_000585,"Johnson, Brown and Faulkner Front",,Organization,Money Laundering,0.6,Afghanistan,,,,,,,,FATF,2019-04-10,Active,,2024-08-10
WL_000586,MV Alex Abbott,,Vessel,Fraud,0.79,India,,,,"980 Victor Summit, Stewartland, RI 92818",,umorrison@example.com,,ED,2025-05-11,Inactive,,2024-11-07
WL_000587,Richard Vasquez,Alex Soto; Brian Alexander,Individual,Money Laundering,0.73,India,1975-03-30,Q22828606,803-49-4693,"68702 Ashley Squares Suite 151, Taylorton, NY 20522",,ghicks@example.net,Land,OFAC,2016-11-06,Inactive,"Seven debate popular group officer way thing market. Can miss under suffer plan million.
Available ready give clear series. House answer standard blue travel quickly. Month letter have.",2024-11-17
WL_000588,Fischer-Leonard,"Robinson, Meyers and Martin",Organization,Sanctions Violation,0.87,Libya,,,,,,,,SEBI,2018-08-18,Under Review,,2024-11-21
WL_000589,Lisa Fox,,Individual,Money Laundering,0.81,Mali,1951-02-26,,039-79-7898,"27402 Hector Roads Apt. 183, Mccormickfort, HI 53893",,michael89@example.org,Acupuncturist,SEBI,2022-02-19,Active,Politics manage various. Quickly interview fire thousand someone relationship. Return single catch church teacher positive evidence.,2024-09-01
WL_000590,MV Katelyn Ingram,,Vessel,Sanctions Violation,0.63,Afghanistan,,,,,001-529-695-9874x89219,,,FATF,2015-07-06,Inactive,,2024-11-14
WL_000591,Bell LLC 960,,Aircraft,Sanctions Violation,0.94,Lebanon,,,,"Unit 8957 Box 0427, DPO AE 53731",,,,UN,2021-11-19,Active,,2024-08-08
WL_000592,Joe Henderson,,Individual,Organized Crime,0.96,China,2000-02-19,,568-28-6949,,001-673-970-4031x824,,Records manager,RBI,2024-11-23,Active,,2024-10-14
WL_000593,Spencer-Davis 405,,Aircraft,Tax Evasion,0.9,Sudan,,,,"9475 Patton Forges, West Henryton, WI 96435",(289)637-9671x220,,,UN,2017-04-03,Under Review,,2024-12-07
WL_000594,Rocha-Decker Cartel,,Organization,Sanctions Violation,0.94,Syria,,,,"1765 Willis Knolls, Johnsonborough, OK 99051",351.916.4762,,,OFAC,2024-10-24,Under Review,"Environmental manager study light. Particular Democrat study bar.
Technology camera energy matter. At cultural company audience eye. Thing second the thus its skin majority.",2024-12-26
WL_000595,Valerie Randall,,Individual,Politically Exposed Person (PEP),0.79,Russia,1953-08-16,,,,+1-420-867-5715,,"Psychotherapist, child",EU,2018-12-01,Inactive,Us series morning really special attorney. International attorney return indeed offer. Soon fall necessary keep walk.,2025-06-13
WL_000596,MV Jacob Rose,,Vessel,Tax Evasion,0.98,Myanmar,,,,"086 Brooke Well Suite 843, West Sarashire, SC 15138",,roycain@example.com,,FATF,2024-02-06,Inactive,"Note lose customer deal choice military. Seem himself laugh on measure.
Ball often garden six put. Society green student generation recent play these available.",2024-10-02
WL_000597,MV Brenda Smith,,Vessel,Corruption,0.67,Nicaragua,,,,,001-376-232-6862,rwilson@example.net,,OFAC,2017-04-12,Under Review,"Stock across say station seem policy. Increase relationship its suddenly.
Difficult actually back beat picture writer. Item high leg study cause two miss. Oil man wonder international must most.",2025-03-30
WL_000598,MV Sean Oliver,,Vessel,Drug Trafficking,0.91,Iraq,,,,,,,,UN,2018-09-29,Active,,2025-06-28
WL_000599,Oneill Ltd 762,,Aircraft,Drug Trafficking,0.9,Sudan,,,,"2917 Lisa Mall Suite 241, West Krystalland, MD 77522",,,,RBI,2017-05-27,Active,Hotel money leader. Big herself sit look price close. Moment address full current relate clear activity.,2024-08-19
WL_000600,Collier LLC,,Organization,Politically Exposed Person (PEP),0.98,Nicaragua,,,,,(213)848-0041,,,RBI,2020-04-17,Inactive,"Arrive now chance executive. Paper staff thousand admit thank.
Politics indicate campaign during like south smile artist. Next professor several.",2024-11-20
WL_000601,MV Sherri Ochoa,,Vessel,Drug Trafficking,0.81,Russia,,,,"844 Kellie Place Apt. 770, Lake Walter, DE 54768",,fturner@example.com,,OFAC,2021-11-16,Active,,2024-11-29
WL_000602,"Adams, Underwood and Blanchard",,Organization,Politically Exposed Person (PEP),0.86,India,,,,"7945 Christy Mountains Apt. 391, East Richard, TX 40857",001-553-979-9196x10163,,,UN,2020-08-16,Inactive,,2024-08-01
WL_000603,Abu-Danielle Phillips,Samantha Williams DDS,Individual,Human Trafficking,0.61,Somalia,1991-01-14,,,,,,"Conservator, museum/gallery",UN,2022-04-07,Under Review,"Hot group just under. Magazine threat occur century keep. Likely break join thank activity race wonder.
Congress billion bring get. Wall military source natural.
Common thought general much all.",2024-08-20
WL_000604,"Nielsen, Hale and Cruz 141",,Aircraft,Money Laundering,0.95,Pakistan,,,,,,kennethroach@example.com,,SEBI,2022-09-23,Active,,2025-01-04
WL_000605,Ward-Molina 739,,Aircraft,Drug Trafficking,0.75,Myanmar,,,,,+1-598-784-7723x5059,,,ED,2017-05-14,Under Review,,2025-02-25
WL_000606,MV Debra Lewis,,Vessel,Fraud,0.86,Somalia,,,,"6454 Meghan Plain, Port Shannonfort, IL 52070",,,,OFAC,2022-10-10,Active,,2025-03-02
WL_000607,Mohammed-Laura Smith,,Individual,Sanctions Violation,0.74,Pakistan,1956-03-27,O33789789,582-63-0340,,,carlossummers@example.com,Ecologist,UN,2015-09-12,Inactive,,2024-09-01
WL_000608,MV Douglas Oliver,,Vessel,Money Laundering,0.92,Afghanistan,,,,,601.387.0716x12413,,,OFAC,2016-04-23,Active,,2025-05-20
WL_000609,James Johnson,Robert Snyder; Jane Hernandez,Individual,Fraud,0.77,Yemen,1979-06-24,O81741147,472-40-6142,"9744 Victoria Summit, Gonzalesville, MI 54495",(342)761-1644x449,,,UN,2024-10-25,Under Review,,2024-08-15
WL_000610,Jennifer Navarro,Mario Dalton; Cynthia Nolan,Individual,Politically Exposed Person (PEP),0.79,Afghanistan,1974-02-07,725836006,,,+1-761-397-0736x91320,,"Lighting technician, broadcasting/film/video",RBI,2015-11-27,Under Review,,2024-12-17
WL_000611,Johnson PLC 399,,Aircraft,Politically Exposed Person (PEP),0.95,Mali,,,,"8457 Johnson Drive Suite 086, Schwartzmouth, GA 59760",001-841-370-1572,,,UN,2016-07-26,Inactive,,2024-08-26
WL_000612,Torres Ltd,,Organization,Money Laundering,0.66,Syria,,,,"2334 Omar Plains, West Mathew, WI 72857",,,,FATF,2024-03-25,Inactive,"Tv consider site voice almost. Economic including fast former market special around.
Read grow company both leave health voice better. Help political majority. Community energy bed staff painting.",2025-05-03
WL_000613,Omar-Charles Rogers,,Individual,Corruption,0.84,Syria,1952-06-12,L09802253,493-35-4462,"18653 Dominguez Roads, Lake Elizabethbury, TX 64292",799-986-6526x51605,,Media planner,ED,2025-03-06,Under Review,,2024-10-30
WL_000614,"Pierce, Odonnell and Harris",,Organization,Terrorism Financing,0.97,Cuba,,,,"27329 Alexander Stream Suite 048, Robertsmouth, FM 04876",8197983834,,,RBI,2024-10-13,Inactive,,2025-04-23
WL_000615,Lynch-Winters 607,,Aircraft,Money Laundering,0.97,Sudan,,,,"1435 Taylor Ranch, East Wandabury, AK 65853",,,,RBI,2019-02-05,Active,Stop similar else. On themselves hit industry decision. Even food short tonight. Brother trial project police body industry.,2024-08-28
WL_000616,MV Lisa Young,,Vessel,Politically Exposed Person (PEP),0.94,Cuba,,,,,,,,OFAC,2023-09-23,Inactive,,2024-08-19
WL_000617,Brown-Gonzales,,Organization,Organized Crime,0.95,Cuba,,,,"503 Wilcox Lane, Amandaport, GU 62033",,,,FATF,2021-08-03,Inactive,,2025-04-01
WL_000618,MV Danielle Petersen,,Vessel,Fraud,0.88,Lebanon,,,,"5372 Mason Fields Suite 084, North Kennethhaven, CA 86469",(345)287-0133x323,,,RBI,2021-09-22,Active,,2025-02-11
WL_000619,Obrien-Holmes 758,,Aircraft,Tax Evasion,0.7,Iran,,,,"6938 Mike Trafficway Suite 426, Jamiehaven, AS 32117",+1-803-957-7635x98675,,,ED,2019-06-15,Inactive,,2025-07-01
WL_000620,"Fleming, Freeman and Bradford 814",,Aircraft,Human Trafficking,0.72,Yemen,,,,,,bakernicolas@example.org,,FATF,2016-11-24,Active,,2024-07-22
WL_000621,MV Faith Myers,,Vessel,Fraud,0.66,Yemen,,,,,,bonillaholly@example.net,,UN,2023-07-03,Inactive,,2024-12-10
WL_000622,MV Robert Schneider,,Vessel,Organized Crime,0.85,Afghanistan,,,,,001-483-616-9964,,,RBI,2021-08-22,Inactive,,2025-04-19
WL_000623,Bennett Group Trust,,Organization,Politically Exposed Person (PEP),0.66,Myanmar,,,,"4829 Orozco Trail Suite 537, North Stephentown, MP 82307",,,,UN,2020-01-26,Active,,2025-02-19
WL_000624,Al-William Conway,,Individual,Politically Exposed Person (PEP),0.96,Cuba,1989-11-05,498229912,655-37-3156,"302 Richard Stravenue, Crystalview, MP 25782",001-403-773-1999x3532,,,ED,2015-08-20,Inactive,"Thank I true. Evidence age model sea. Class shoulder small number police sport them.
Top why history development its body.
Center traditional he reason hot. Important security health something.",2024-07-19
WL_000625,Prince-Griffin,,Organization,Organized Crime,0.61,Yemen,,,,"659 Mills Gateway Apt. 504, New Timothy, VI 53972",001-245-337-7541x9407,,,RBI,2025-04-20,Active,,2024-07-26
WL_000626,Steven Ferguson,,Individual,Terrorism Financing,0.99,Sudan,1945-02-28,,,"Unit 5733 Box 8577, DPO AP 58589",,michaelwilson@example.net,,SEBI,2019-12-02,Inactive,,2025-04-21
WL_000627,MV Joshua Weber,,Vessel,Terrorism Financing,0.77,China,,,,"1818 Michael Light Apt. 184, New Rebekahfort, MH 95211",,cjohnson@example.net,,EU,2023-10-02,Inactive,,2024-12-11
WL_000628,MV Erica Carpenter,,Vessel,Terrorism Financing,0.96,Libya,,,,"52857 Lester Ridge, Lake Melissatown, NC 77727",001-813-801-6239,johngreen@example.org,,UN,2024-02-25,Inactive,"Happen house Mr next. Model character go.
Area discussion their any find risk. Woman trial relationship difficult leg at establish. Glass soldier tough people. Imagine machine something site.",2025-06-04
WL_000629,"Williams, Smith and Walker 117",,Aircraft,Human Trafficking,0.76,Lebanon,,,,"332 Espinoza Plaza Suite 977, Port Megan, CA 48353",,,,EU,2015-12-14,Active,Report month quality well end born mother against. Model trial memory. Others speak south unit. Security write condition fine worker.,2025-05-09
WL_000630,Cody Delgado,,Individual,Organized Crime,0.85,India,1946-10-22,,085-90-3398,,,,Biomedical engineer,UN,2022-01-29,Under Review,,2024-07-15
WL_000631,"Owens, Sanders and Robbins",Soto-Bennett,Organization,Terrorism Financing,1.0,Lebanon,,,,"07328 Janet Courts, East Lisafurt, FL 11289",,,,UN,2022-11-29,Under Review,,2025-03-19
WL_000632,Emily Johnston,,Individual,Money Laundering,0.62,Iran,1956-09-25,,,"USCGC Crawford, FPO AA 18513",,,,OFAC,2022-03-09,Active,"Suffer environmental consider too technology course. Staff project population now. Quickly describe almost who idea.
Under trip customer exist half down message. Herself direction produce get.",2025-06-22
WL_000633,Rivera-Boyer 225,,Aircraft,Drug Trafficking,0.97,Afghanistan,,,,"248 Burton Junction Apt. 065, Hendersontown, TX 51272",442.762.9471,,,SEBI,2017-06-27,Active,"Allow fill news face my first improve. Red total success when.
Media same material store. Information outside think whom across. Structure special event attack consider.",2024-07-22
WL_000634,Newman Group,,Organization,Organized Crime,0.74,Myanmar,,,,,427-898-6236,,,EU,2020-10-03,Under Review,East message join give forward as use him. Paper leg everyone fast week learn. Forward sister side ask wrong seven marriage. Development room yeah teacher learn security view.,2024-08-27
WL_000635,Huffman Inc,,Organization,Money Laundering,0.84,Iran,,,,,,,,SEBI,2019-03-16,Active,"Break protect week old. Race live economic move.
Send organization science space. Their couple east another finish part professor outside.
Understand behind audience involve.",2025-04-07
WL_000636,Ashley Peterson,Ashley Manning; David Miller; Diane Adams,Individual,Politically Exposed Person (PEP),0.75,Myanmar,1946-01-15,,,,,cjones@example.net,,SEBI,2019-01-14,Active,"Hospital activity team blue when write. These right buy seat score hold. So trouble agent organization discover billion care.
Employee try we focus executive. Involve model hope care idea recognize.",2025-04-15
WL_000637,MV Emily Stokes,,Vessel,Tax Evasion,0.73,Belarus,,,,"USS Campbell, FPO AE 62810",+1-867-654-3634x10101,,,OFAC,2022-11-27,Active,Right whose method believe staff seem recently upon. Player include always idea short spend nation fine.,2024-09-14
WL_000638,"Anderson, Grant and Taylor",,Organization,Human Trafficking,0.75,Belarus,,,,"696 Smith Groves Suite 294, Warnerfort, MI 87487",(760)645-9750x652,,,ED,2019-05-06,Active,,2024-09-25
WL_000639,"Smith, Cox and Villa 616",,Aircraft,Corruption,0.98,Syria,,,,"480 Ariana Points, Josephberg, DC 20987",593.306.6774x9165,,,EU,2022-09-29,Inactive,,2025-05-16
WL_000640,Robert Scott,,Individual,Corruption,0.89,Venezuela,1960-06-14,,,"192 Wesley Viaduct Apt. 696, West Susan, ID 85071",(762)669-6369,,,ED,2022-04-13,Active,"Whether recent pressure life world adult. Small or north take like.
Themselves people rate way election discover. Room boy experience weight.",2025-02-01
WL_000641,"Hernandez, Lopez and Mcgee 656",,Aircraft,Drug Trafficking,0.66,Yemen,,,,"790 Joy Fall Apt. 292, Ibarramouth, CA 27190",,qjordan@example.net,,OFAC,2023-12-27,Active,,2025-04-05
WL_000642,Valerie Obrien,,Individual,Drug Trafficking,0.81,Russia,1980-12-13,239089034,,"6421 Horton Roads, Port Markville, KS 65306",7716941095,navarrobrent@example.net,,EU,2023-11-29,Under Review,,2024-09-15
WL_000643,MV Lisa Butler,,Vessel,Fraud,0.61,Iran,,,,"Unit 0551 Box 8992, DPO AE 56161",,,,EU,2017-07-24,Active,,2024-08-14
WL_000644,Robinson-Dunn,,Organization,Tax Evasion,0.64,Iraq,,,,"724 Holly Green, Port Kristenbury, WY 77775",+1-994-954-2783,kellywilliam@example.com,,RBI,2019-04-13,Under Review,Or every it star their. Main seek teacher item. Cost structure painting democratic chair.,2025-06-16
WL_000645,Stephen Evans,,Individual,Money Laundering,0.67,Venezuela,1963-12-10,,661-29-8073,"00974 Santiago Cove Apt. 560, South Charlesburgh, KY 17866",773.757.4502x854,,,FATF,2020-11-16,Inactive,,2025-02-17
WL_000646,Jeremy Green,,Individual,Sanctions Violation,0.81,Yemen,1968-09-13,N17211537,,"8853 Randy Rue, East Jeremiahside, NM 68243",,,,ED,2023-05-25,Under Review,,2024-10-23
WL_000647,"Burnett, Barnes and Rush 418",,Aircraft,Politically Exposed Person (PEP),0.75,India,,,,,,,,RBI,2021-07-04,Under Review,,2024-12-03
WL_000648,Williams PLC 814,,Aircraft,Money Laundering,0.96,Mali,,,,"2639 Campbell Trail, Carolynport, AS 95475",,,,SEBI,2017-08-30,Under Review,,2025-06-17
WL_000649,Price Group 235,,Aircraft,Terrorism Financing,0.65,Iran,,,,"3669 Boyd Lodge Suite 331, Murphyshire, MA 22173",,hughesdawn@example.net,,OFAC,2021-01-31,Under Review,,2025-06-30
WL_000650,Marks-Welch 526,,Aircraft,Money Laundering,0.86,Myanmar,,,,,,,,ED,2021-01-19,Active,"Century chair page receive sea. Everyone simply clearly really capital nice. Enough area call section.
They share trouble. Off section our describe require. Behind stand speak.",2025-06-27
WL_000651,"Gross, Banks and Randolph 191",,Aircraft,Fraud,0.86,Afghanistan,,,,"1881 Mcdonald Village, South Aaronfurt, WI 65329",,,,UN,2022-04-23,Inactive,,2025-04-04
WL_000652,Chloe Wells,,Individual,Organized Crime,0.98,Afghanistan,1953-09-10,742234454,,,,,,FATF,2015-09-24,Active,,2025-05-07
WL_000653,Kara Newton,Cody Conner; Emily Newton,Individual,Organized Crime,0.68,Lebanon,1982-09-09,J22669517,,"1013 Avery Pines, Kimbury, FL 38155",,,,EU,2016-05-09,Active,"Mother brother culture pick degree nice professor. Open record minute know education. Together measure use beautiful.
Wall edge trade environment then receive suggest. Eye stay production.",2024-12-25
WL_000654,MV Kathleen Mcdowell,,Vessel,Tax Evasion,0.9,Libya,,,,"423 Tara Stravenue, North Erica, MT 79513",+1-958-593-2858x2281,,,EU,2019-10-07,Inactive,"Kid parent government before him. Mission already hand almost.
Bring art me major factor painting under. Movie never image themselves full knowledge both. Clearly best on fall myself wind.",2024-07-11
WL_000655,Castillo-Parks Association,,Organization,Organized Crime,0.76,India,,,,"USS Bowman, FPO AE 26710",4922979968,,,FATF,2020-12-21,Active,"Moment wonder determine minute. Table big section grow loss choose.
Expect join positive. Never institution store only.",2024-09-04
WL_000656,Duncan and Sons 101,,Aircraft,Human Trafficking,0.81,Afghanistan,,,,,(838)768-2919,,,UN,2018-07-03,Inactive,Ask sound sometimes system city art probably how. Without say imagine score far wish good.,2024-07-31
WL_000657,Caroline Garcia,,Individual,Money Laundering,0.67,Afghanistan,1982-10-17,O42016748,,,(553)433-0845x2499,,,FATF,2016-12-29,Active,,2025-01-03
WL_000658,MV Billy Long,,Vessel,Human Trafficking,0.96,Iran,,,,,001-503-792-9831x9918,,,OFAC,2016-11-25,Under Review,,2025-05-14
WL_000659,MV Christina Hall,,Vessel,Tax Evasion,0.72,Afghanistan,,,,,759-660-1747x41489,ggraves@example.net,,SEBI,2022-01-27,Inactive,,2024-10-29
WL_000660,Ahmed-Kendra Schmidt,,Individual,Corruption,0.91,Nicaragua,1978-04-08,T16212108,347-18-5017,,,,Technical sales engineer,EU,2015-12-23,Inactive,"Level economy although me me sport garden. Amount TV economic often relate apply pattern.
What him scientist actually. Move catch table water scene.
Whose smile compare.",2025-03-05
WL_000661,Mario Mccarthy,,Individual,Human Trafficking,0.81,Venezuela,1945-12-25,213615330,,"403 Long Harbors Suite 107, West Paulfurt, HI 04711",,,,OFAC,2024-09-01,Under Review,,2025-06-19
WL_000662,Jessica Mcdowell,John Cooper; Jason Hayden,Individual,Terrorism Financing,0.78,Yemen,1969-05-10,192711827,404-65-9244,"97997 John Trafficway, Johnsonmouth, PA 13720",588.832.9314x458,tammyanthony@example.org,,SEBI,2021-05-26,Under Review,,2024-10-30
WL_000663,MV Danielle Pratt,,Vessel,Organized Crime,0.91,Sudan,,,,,686-484-0229x1776,,,RBI,2025-05-07,Under Review,,2024-12-07
WL_000664,Reyes Ltd Foundation,,Organization,Money Laundering,0.84,Libya,,,,,+1-499-851-8308x1152,,,OFAC,2019-09-19,Active,,2025-04-25
WL_000665,Stewart LLC 978,,Aircraft,Money Laundering,0.81,Lebanon,,,,"7504 Diaz Flats Apt. 016, Ryanland, IL 08527",,,,ED,2016-08-01,Inactive,Apply call discover degree. Recognize artist wrong those until paper simply. Wish drop happy like start. Human important lose record.,2025-05-17
WL_000666,MV Leroy Arnold,,Vessel,Terrorism Financing,0.62,India,,,,,,michelle04@example.org,,EU,2018-11-07,Under Review,,2024-11-07
WL_000667,"Arnold, Miller and Perez Cartel",,Organization,Money Laundering,0.65,Somalia,,,,"98606 Chaney Mission Suite 392, South Ashley, MD 60012",,,,ED,2017-03-10,Active,,2025-02-04
WL_000668,Louis Rodriguez,,Individual,Corruption,0.74,Iraq,1985-08-01,,,"PSC 5341, Box 8417, APO AP 82944",,,,FATF,2020-02-24,Inactive,Assume join their itself. Society real past may take concern exist. Simple now while maybe better daughter often organization.,2025-05-16
WL_000669,MV John Johnson,,Vessel,Politically Exposed Person (PEP),0.8,Somalia,,,,"PSC 1174, Box 7091, APO AE 43604",6752247390,,,FATF,2022-04-19,Inactive,,2025-03-05
WL_000670,"Lane, Hodges and Johnson 235",,Aircraft,Money Laundering,1.0,China,,,,,,,,UN,2024-05-11,Active,,2024-08-01
WL_000671,MV Tom Dixon,,Vessel,Organized Crime,0.6,Cuba,,,,"226 Carter Brook Apt. 250, Harrisonburgh, AK 99083",(465)518-7297,belinda02@example.net,,OFAC,2018-03-21,Inactive,,2024-07-24
WL_000672,Alicia Foley,Wyatt Lee Jr.,Individual,Corruption,0.94,Yemen,1949-12-19,,,"4028 Thompson Tunnel, Zacharymouth, CT 77853",,,,EU,2023-03-29,Active,,2025-03-25
WL_000673,Katherine Wagner,William Gomez; James Anderson,Individual,Corruption,0.73,Iraq,1992-09-10,919762783,536-53-8203,,,,Optometrist,UN,2020-11-17,Active,"Lot majority finally he.
Method easy fish. And turn sister strong. Institution red perform specific future improve ability.",2025-06-11
WL_000674,Richardson-Rodriguez,,Organization,Corruption,0.93,Libya,,,,"855 Christopher Inlet Apt. 486, Kristitown, VT 44783",912-535-1148,,,EU,2016-06-21,Active,,2024-08-03
WL_000675,Patricia Ramos,,Individual,Money Laundering,0.91,Yemen,1969-05-19,,,,,,,ED,2020-12-16,Under Review,,2024-12-25
WL_000676,Martin-Thompson 512,,Aircraft,Money Laundering,0.93,Libya,,,,"95073 Wheeler Manor Suite 219, North Kyle, ID 74945",,,,UN,2016-12-09,Active,,2024-12-27
WL_000677,Howard Larson,,Individual,Sanctions Violation,0.89,Lebanon,1968-09-10,,,,(953)774-2025x0569,,Operations geologist,OFAC,2017-01-15,Active,"Smile establish machine news. Leg piece meeting letter receive loss.
Walk record everybody. Artist which cut by also. Total wall forget democratic religious strong chair. Growth hour forget must.",2025-03-24
WL_000678,Harris Inc 858,,Aircraft,Fraud,0.83,North Korea,,,,"0100 Stephanie Wall, North Matthew, NJ 98629",,perryfrank@example.org,,UN,2020-08-17,Active,"Maintain admit share manage say. Follow green high stop could among.
Indicate want source southern cup system against. Explain only subject central. Hard man party discussion official popular these.",2024-10-29
WL_000679,Blackburn-Rodgers Syndicate,,Organization,Sanctions Violation,0.61,Cuba,,,,,767.376.3343,pboyer@example.org,,UN,2022-01-02,Active,,2024-12-09
WL_000680,"Jordan, Moore and Becker 587",,Aircraft,Corruption,0.77,Russia,,,,"754 Mann Springs, Chelseamouth, KY 61470",(622)991-5982x1177,,,OFAC,2018-07-06,Under Review,,2024-10-05
WL_000681,"Cox, Cruz and Wong 749",,Aircraft,Drug Trafficking,0.9,Libya,,,,,,zbaldwin@example.com,,RBI,2019-04-04,Inactive,,2025-04-13
WL_000682,Robert Gonzalez,,Individual,Corruption,0.8,North Korea,1983-03-28,,,"510 Gutierrez Lakes, Lake Erikashire, AZ 28753",948-439-2802x3508,,"Conservation officer, historic buildings",ED,2023-02-08,Active,"Rest him person. Bill no ever movie.
Place production little door rule kitchen spend. Laugh million investment difference. General contain customer hot itself over enter.",2025-05-15
WL_000683,Gibson-Williams Liberation Army,"Gomez, Bates and Floyd",Organization,Terrorism Financing,0.66,Libya,,,,"907 Paul Pass, Evansside, MO 79496",001-515-677-3592,,,EU,2019-04-05,Inactive,"Media range staff baby say blue place. Style describe brother significant morning employee.
Compare authority energy according than future. Act night table modern. Within best give herself.",2025-02-20
WL_000684,Jessica Jackson,,Individual,Tax Evasion,0.93,Iran,1960-03-13,K22010867,,,331.305.4248x5146,,,EU,2025-03-21,Under Review,,2024-07-10
WL_000685,"Cisneros, Munoz and Pace 413",,Aircraft,Sanctions Violation,0.95,Belarus,,,,"5613 Morton Key, New Carlyfort, MD 54959",,,,UN,2023-12-16,Active,,2024-11-29
WL_000686,MV Andrew Yang,,Vessel,Organized Crime,0.63,Somalia,,,,"USCGC Copeland, FPO AA 51229",901.530.4531x138,,,OFAC,2021-12-26,Inactive,,2025-02-06
WL_000687,MV Crystal Bryan,,Vessel,Fraud,0.92,Iran,,,,,(363)506-7213,brandon56@example.net,,RBI,2021-02-06,Under Review,"Laugh travel direction west medical goal development. House community within history know size.
Century type option else stand Republican remember. Which speak program decision.",2025-06-09
WL_000688,Wilkins Group,,Organization,Sanctions Violation,0.79,Iraq,,,,"12748 Julie Crescent Apt. 389, Jackburgh, NH 82673",,bbailey@example.org,,UN,2024-11-15,Active,"Support vote foot prove. Sign Mrs watch nearly. Say worry seek Congress.
Majority member outside itself cover color knowledge. History far camera within camera personal general note.",2025-07-01
WL_000689,Nguyen Inc,,Organization,Human Trafficking,0.87,Iraq,,,,"541 Joseph Course, Lake Scott, IN 63815",,,,SEBI,2018-08-21,Active,"Pattern cell out rather new sing evidence. No price trade accept reality among.
Give old talk first. Anything business strategy himself bar power figure. Bring anyone care matter.",2024-08-12
